month,scheme_code,scheme_name,monthly_sip_amt,units_purchased,total_units,total_invested,current_value,xirr_pct,absolute_return_pct,xirr_flag
2023-08-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,33.583,3284.1564,560000.0,971043.56,8.3,73.4,False
2023-09-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,33.8387,3317.9951,570000.0,975259.56,17.5,71.1,False
2023-10-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,93.1619,3411.157,580000.0,379261.05,13.46,-34.61,False
2023-11-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,26.0715,3437.2286,590000.0,1314769.47,12.91,122.84,False
2023-12-01,119226,Tata Large Cap Fund - Direct Plan - Growth,10000,42.9092,3480.1378,600000.0,816185.75,11.88,36.03,False
2019-01-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,32.8138,32.8138,10000.0,9851.07,9.48,-1.49,False
2019-02-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,78.1616,110.9754,20000.0,14035.6,14.57,-29.82,False
2019-03-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,195.2362,306.2117,30000.0,16247.55,8.01,-45.84,False
2019-04-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,172.5328,478.7444,40000.0,28449.23,10.57,-28.88,False
2019-05-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,64.7543,543.4987,50000.0,84516.48,7.04,69.03,False
2019-06-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,34.9993,578.498,60000.0,167020.79,5.98,178.37,False
2019-07-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,41.5697,620.0677,70000.0,150100.03,12.77,114.43,False
2019-08-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,42.3406,662.4083,80000.0,157045.23,9.8,96.31,False
2019-09-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,29.5701,691.9783,90000.0,236585.15,13.17,162.87,False
2019-10-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,73.1904,765.1687,100000.0,104106.01,14.02,4.11,False
2019-11-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,58.4249,823.5935,110000.0,140696.73,13.59,27.91,False
2019-12-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,68.2687,891.8622,120000.0,130311.08,12.65,8.59,False
2020-01-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,26.4487,918.311,130000.0,351195.12,10.81,170.15,False
2020-02-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,32.9207,951.2317,140000.0,281815.89,12.83,101.3,False
2020-03-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,111.7318,1062.9635,150000.0,97398.3,12.9,-35.07,False
2020-04-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,30.0012,1092.9647,160000.0,366625.04,11.87,129.14,False
2020-05-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,50.8311,1143.7958,170000.0,228345.27,11.44,34.32,False
2020-06-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,31.4347,1175.2305,180000.0,370470.4,15.32,105.82,False
2020-07-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,27.8311,1203.0616,190000.0,427685.34,14.67,125.1,False
2020-08-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,180.2451,1383.3068,200000.0,78443.38,13.7,-60.78,False
2020-09-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,81.88,1465.1867,210000.0,174472.41,12.08,-16.92,False
2020-10-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,117.2196,1582.4063,220000.0,134449.7,10.51,-38.89,False
2020-11-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,161.9433,1744.3496,230000.0,108021.11,14.31,-53.03,False
2020-12-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,38.5773,1782.9269,240000.0,457931.72,11.49,90.8,False
2021-01-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,33.7667,1816.6935,250000.0,535419.93,15.49,114.17,False
2021-02-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,149.1647,1965.8582,260000.0,131113.46,8.3,-49.57,False
2021-03-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,32.3426,1998.2008,270000.0,598381.6,13.09,121.62,False
2021-04-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,52.4136,2050.6144,280000.0,385284.6,14.01,37.6,False
2021-05-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,75.7461,2126.3605,290000.0,273248.06,10.38,-5.78,False
2021-06-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,79.3399,2205.7004,300000.0,270608.35,13.3,-9.8,False
2021-07-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,28.3841,2234.0845,310000.0,797304.35,13.02,157.19,False
2021-08-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,143.3486,2377.4332,320000.0,162247.69,9.76,-49.3,False
2021-09-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,44.1774,2421.6106,330000.0,550724.58,6.94,66.89,False
2021-10-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,66.1201,2487.7306,340000.0,374429.87,16.55,10.13,False
2021-11-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,29.8036,2517.5342,350000.0,841668.06,7.53,140.48,False
2021-12-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,32.6765,2550.2108,360000.0,770960.06,10.11,114.16,False
2022-01-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,61.8735,2612.0843,370000.0,440236.34,17.0,18.98,False
2022-02-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,38.5698,2650.6541,380000.0,697281.59,10.97,83.5,False
2022-03-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,35.0398,2685.6939,390000.0,784875.12,8.6,101.25,False
2022-04-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,61.6409,2747.3348,400000.0,455296.72,14.78,13.82,False
2022-05-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,64.2591,2811.5939,410000.0,436215.84,15.42,6.39,False
2022-06-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,99.8602,2911.4541,420000.0,288945.24,8.2,-31.2,False
2022-07-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,35.5783,2947.0324,430000.0,844523.8,11.74,96.4,False
2022-08-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,78.5176,3025.55,440000.0,389971.78,17.46,-11.37,False
2022-09-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,64.4413,3089.9913,450000.0,472578.36,11.57,5.02,False
2022-10-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,140.1738,3230.1651,460000.0,237674.11,14.01,-48.33,False
2022-11-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,26.1794,3256.3445,470000.0,1226449.85,9.13,160.95,False
2022-12-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,27.9408,3284.2852,480000.0,1163031.09,9.78,142.3,False
2023-01-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,27.0966,3311.3818,490000.0,1227866.57,12.24,150.59,False
2023-02-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,37.1609,3348.5427,500000.0,906125.24,9.48,81.23,False
2023-03-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,50.1203,3398.663,510000.0,677140.6,5.83,32.77,False
2023-04-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,44.7487,3443.4118,520000.0,771730.87,15.53,48.41,False
2023-05-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,25.6213,3469.0331,530000.0,1315382.53,13.45,148.19,False
2023-06-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,26.3463,3495.3794,540000.0,1310493.47,14.41,142.68,False
2023-07-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,35.0914,3530.4708,550000.0,1009270.5,13.21,83.5,False
2023-08-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,30.7664,3561.2372,560000.0,1159009.61,15.98,106.97,False
2023-09-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,61.8965,3623.1337,570000.0,589420.64,9.88,3.41,False
2023-10-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,51.096,3674.2297,580000.0,720503.18,10.89,24.22,False
2023-11-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,97.8186,3772.0484,590000.0,386868.98,10.74,-34.43,False
2023-12-01,119551,SBI Bluechip Fund - Direct Plan - Growth,10000,55.0176,3827.066,600000.0,686191.62,12.6,14.37,False
2019-01-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,37.3204,37.3204,10000.0,9907.89,10.97,-0.92,False
2019-02-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,47.0876,84.408,20000.0,17101.9,12.85,-14.49,False
2019-03-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,38.8969,123.3049,30000.0,30933.87,13.89,3.11,False
2019-04-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,44.9075,168.2124,40000.0,37389.8,12.32,-6.53,False
2019-05-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,31.21,199.4224,50000.0,64791.91,9.22,29.58,False
2019-06-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,84.4595,283.8819,60000.0,33859.83,12.8,-43.57,False
2019-07-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,27.3853,311.2671,70000.0,113242.25,9.22,61.77,False
2019-08-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,31.6286,342.8957,80000.0,109703.96,14.11,37.13,False
2019-09-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,73.6431,416.5388,90000.0,56690.32,8.79,-37.01,False
2019-10-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,191.4608,607.9997,100000.0,31420.83,11.82,-68.58,False
2019-11-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,51.6769,659.6766,110000.0,129411.79,7.25,17.65,False
2019-12-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,76.0167,735.6933,120000.0,95689.15,10.79,-20.26,False
2020-01-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,58.3942,794.0875,130000.0,135761.13,8.1,4.43,False
2020-02-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,29.0824,823.1699,140000.0,281815.53,11.07,101.3,False
2020-03-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,28.0096,851.1795,150000.0,297581.88,11.65,98.39,False
2020-04-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,26.1199,877.2994,160000.0,332238.79,13.49,107.65,False
2020-05-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,197.9806,1075.28,170000.0,53350.71,12.27,-68.62,False
2020-06-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,35.7066,1110.9867,180000.0,306112.43,10.2,70.06,False
2020-07-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,28.806,1139.7927,190000.0,398031.66,12.7,109.49,False
2020-08-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,32.8375,1172.6301,200000.0,354122.68,11.19,77.06,False
2020-09-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,115.7675,1288.3977,210000.0,108056.3,16.21,-48.54,False
2020-10-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,42.4737,1330.8713,220000.0,317648.51,13.95,44.39,False
2020-11-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,74.985,1405.8563,230000.0,181504.11,10.21,-21.09,False
2020-12-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,45.0025,1450.8588,240000.0,320238.22,6.21,33.43,False
2021-01-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,140.9245,1591.7833,250000.0,114963.39,16.36,-54.01,False
2021-02-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,25.0664,1616.8497,260000.0,671626.06,8.86,158.32,False
2021-03-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,33.4359,1650.2856,270000.0,494725.55,15.97,83.23,False
2021-04-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,121.124,1771.4096,280000.0,145505.76,10.3,-48.03,False
2021-05-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,26.8492,1798.2589,290000.0,644765.77,15.4,122.33,False
2021-06-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,27.4688,1825.7276,300000.0,664400.1,9.81,121.47,False
2021-07-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,43.1183,1868.8459,310000.0,435883.35,12.46,40.61,False
2021-08-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,33.8639,1902.7098,320000.0,563761.0,11.35,76.18,False
2021-09-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,55.4416,1958.1514,330000.0,364651.84,11.6,10.5,False
2021-10-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,25.5696,1983.7209,340000.0,800939.26,13.69,135.57,False
2021-11-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,125.439,2109.16,350000.0,169323.16,11.66,-51.62,False
2021-12-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,119.8322,2228.9922,360000.0,189632.7,12.34,-47.32,False
2022-01-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,103.3805,2332.3728,370000.0,221404.45,9.1,-40.16,False
2022-02-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,29.6745,2362.0472,380000.0,802712.14,9.28,111.24,False
2022-03-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,131.2508,2493.2981,390000.0,189727.95,15.17,-51.35,False
2022-04-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,40.2026,2533.5007,400000.0,634014.09,9.83,58.5,False
2022-05-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,49.4462,2582.9469,410000.0,537106.03,13.64,31.0,False
2022-06-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,25.8078,2608.7547,420000.0,1031416.78,5.2,145.58,False
2022-07-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,75.2615,2684.0162,430000.0,358985.04,14.53,-16.52,False
2022-08-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,70.7464,2754.7626,440000.0,402627.05,7.61,-8.49,False
2022-09-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,62.4025,2817.1651,450000.0,462340.73,16.93,2.74,False
2022-10-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,30.2764,2847.4415,460000.0,902536.99,13.44,96.2,False
2022-11-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,33.8696,2881.3111,470000.0,861215.39,11.02,83.24,False
2022-12-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,32.5341,2913.8452,480000.0,886849.74,14.0,84.76,False
2023-01-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,61.9886,2975.8338,490000.0,474156.92,11.35,-3.23,False
2023-02-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,68.88,3044.7138,500000.0,449213.98,17.26,-10.16,False
2023-03-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,131.337,3176.0508,510000.0,244426.46,12.4,-52.07,False
2023-04-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,82.6788,3258.7296,520000.0,390072.65,8.97,-24.99,False
2023-05-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,30.9617,3289.6913,530000.0,1086083.12,11.54,104.92,False
2023-06-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,39.2696,3328.9608,540000.0,867229.36,11.01,60.6,False
2023-07-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,95.7946,3424.7555,550000.0,352867.67,13.26,-35.84,False
2023-08-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,92.9973,3517.7528,560000.0,377684.94,8.38,-32.56,False
2023-09-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,46.9219,3564.6747,570000.0,787316.69,10.12,38.13,False
2023-10-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,52.0075,3616.6822,580000.0,708316.88,14.53,22.12,False
2023-11-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,42.0929,3658.775,590000.0,847320.3,8.99,43.61,False
2023-12-01,119802,IDFC Large Cap Fund - Direct Plan - Growth,10000,25.7985,3684.5735,600000.0,1419601.97,9.4,136.6,False
2019-01-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,30.8594,30.8594,10000.0,10088.19,12.62,0.88,False
2019-02-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,33.083,63.9424,20000.0,19205.74,8.41,-3.97,False
2019-03-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,92.2169,156.1593,30000.0,16778.11,14.4,-44.07,False
2019-04-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,105.8985,262.0579,40000.0,24730.55,12.9,-38.17,False
2019-05-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,30.9224,292.9803,50000.0,94210.6,8.82,88.42,False
2019-06-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,69.4107,362.391,60000.0,51960.5,8.93,-13.4,False
2019-07-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,27.7585,390.1495,70000.0,137497.77,15.62,96.43,False
2019-08-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,31.25,421.3995,80000.0,133714.89,9.78,67.14,False
2019-09-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,165.92,587.3195,90000.0,36543.19,14.44,-59.4,False
2019-10-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,30.0761,617.3956,100000.0,203752.62,13.28,103.75,False
2019-11-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,68.8753,686.2709,110000.0,99169.79,9.92,-9.85,False
2019-12-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,138.1979,824.4688,120000.0,60224.95,11.03,-49.81,False
2020-01-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,33.4102,857.879,130000.0,257159.47,15.06,97.81,False
2020-02-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,39.7093,897.5883,140000.0,230159.07,10.35,64.4,False
2020-03-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,129.9207,1027.509,150000.0,79856.15,8.62,-46.76,False
2020-04-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,47.7737,1075.2828,160000.0,227105.76,12.45,41.94,False
2020-05-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,56.8053,1132.0881,170000.0,200803.34,11.11,18.12,False
2020-06-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,44.4721,1176.5602,180000.0,275588.61,9.3,53.1,False
2020-07-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,40.256,1216.8162,190000.0,308142.72,8.9,62.18,False
2020-08-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,55.9628,1272.779,200000.0,229726.98,13.73,14.86,False
2020-09-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,71.7927,1344.5717,210000.0,187491.32,10.51,-10.72,False
2020-10-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,116.252,1460.8237,220000.0,126014.76,12.8,-42.72,False
2020-11-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,39.8613,1500.685,230000.0,389954.24,9.38,69.55,False
2020-12-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,33.0066,1533.6916,240000.0,459496.3,12.85,91.46,False
2021-01-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,76.9586,1610.6502,250000.0,208216.11,11.7,-16.71,False
2021-02-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,43.8423,1654.4925,260000.0,385451.64,3.54,48.25,False
2021-03-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,152.8818,1807.3744,270000.0,116806.56,6.77,-56.74,False
2021-04-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,28.4075,1835.7818,280000.0,630776.42,19.21,125.28,False
2021-05-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,73.7518,1909.5336,290000.0,262011.14,14.85,-9.65,False
2021-06-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,46.4857,1956.0193,300000.0,420101.16,14.28,40.03,False
2021-07-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,54.336,2010.3553,310000.0,356913.71,15.11,15.13,False
2021-08-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,97.5324,2107.8877,320000.0,212578.0,10.41,-33.57,False
2021-09-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,26.6021,2134.4898,330000.0,810482.49,12.95,145.6,False
2021-10-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,28.5616,2163.0515,340000.0,758609.28,7.91,123.12,False
2021-11-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,41.0678,2204.1192,350000.0,537774.44,14.88,53.65,False
2021-12-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,27.0358,2231.155,360000.0,816470.81,15.94,126.8,False
2022-01-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,32.3384,2263.4934,370000.0,687723.42,12.02,85.87,False
2022-02-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,50.8182,2314.3116,380000.0,469394.31,9.96,23.52,False
2022-03-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,61.4893,2375.8008,390000.0,394521.2,17.92,1.16,False
2022-04-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,51.1012,2426.9021,400000.0,476545.11,10.42,19.14,False
2022-05-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,33.1016,2460.0037,410000.0,731681.64,15.91,78.46,False
2022-06-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,68.9941,2528.9978,420000.0,375912.46,16.35,-10.5,False
2022-07-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,129.4331,2658.4308,430000.0,205255.47,15.11,-52.27,False
2022-08-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,55.4078,2713.8386,440000.0,489315.17,9.35,11.21,False
2022-09-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,44.3046,2758.1433,450000.0,636537.43,16.9,41.45,False
2022-10-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,27.3463,2785.4896,460000.0,997806.18,8.88,116.91,False
2022-11-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,88.6761,2874.1657,470000.0,324378.84,14.87,-30.98,False
2022-12-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,30.1641,2904.3298,480000.0,941009.6,12.68,96.04,False
2023-01-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,25.4136,2929.7434,490000.0,1139211.54,14.1,132.49,False
2023-02-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,26.0464,2955.7898,500000.0,1116707.27,14.32,123.34,False
2023-03-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,134.9164,3090.7061,510000.0,228358.25,9.19,-55.22,False
2023-04-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,46.9969,3137.703,520000.0,668490.89,6.19,28.56,False
2023-05-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,67.1998,3204.9028,530000.0,471588.7,13.01,-11.02,False
2023-06-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,28.9268,3233.8296,540000.0,1078320.77,4.29,99.69,False
2023-07-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,60.7681,3294.5977,550000.0,516792.82,15.98,-6.04,False
2023-08-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,41.0543,3335.652,560000.0,811250.79,10.4,44.87,False
2023-09-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,189.4298,3525.0818,570000.0,189606.73,10.79,-66.74,False
2023-10-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,83.1739,3608.2557,580000.0,436149.87,12.08,-24.8,False
2023-11-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,40.4318,3648.6876,590000.0,893929.01,12.88,51.51,False
2023-12-01,120178,Aditya Birla SL Frontline Equity - Direct,10000,63.9509,3712.6384,600000.0,589523.54,11.45,-1.75,False
2019-01-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,29.4144,29.4144,10000.0,10098.72,7.65,0.99,False
2019-02-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,31.5936,61.0079,20000.0,19355.97,14.71,-3.22,False
2019-03-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,34.8821,95.89,30000.0,27231.72,15.65,-9.23,False
2019-04-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,45.1855,141.0755,40000.0,30754.98,13.8,-23.11,False
2019-05-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,39.6668,180.7423,50000.0,44376.08,15.09,-11.25,False
2019-06-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,69.4203,250.1627,60000.0,36667.27,13.41,-38.89,False
2019-07-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,51.2873,301.45,70000.0,58314.4,7.79,-16.69,False
2019-08-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,48.0307,349.4807,80000.0,72193.41,15.33,-9.76,False
2019-09-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,36.7958,386.2765,90000.0,105251.24,7.34,16.95,False
2019-10-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,27.9298,414.2064,100000.0,144966.45,15.76,44.97,False
2019-11-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,121.0947,535.3011,110000.0,44636.53,8.3,-59.42,False
2019-12-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,43.3915,578.6925,120000.0,128655.47,10.12,7.21,False
2020-01-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,67.8518,646.5444,130000.0,91759.47,11.53,-29.42,False
2020-02-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,26.4746,673.019,140000.0,266677.42,7.21,90.48,False
2020-03-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,55.8129,728.8319,150000.0,130098.97,15.94,-13.27,False
2020-04-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,26.1376,754.9696,160000.0,293171.19,11.55,83.23,False
2020-05-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,60.7718,815.7414,170000.0,133837.35,8.53,-21.27,False
2020-06-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,196.5795,1012.3209,180000.0,51221.09,12.73,-71.54,False
2020-07-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,31.1575,1043.4784,190000.0,342306.53,10.14,80.16,False
2020-08-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,32.6318,1076.1101,200000.0,328521.89,9.15,64.26,False
2020-09-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,32.6979,1108.808,210000.0,340634.95,14.35,62.21,False
2020-10-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,47.515,1156.323,220000.0,246424.36,8.49,12.01,False
2020-11-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,35.4045,1191.7275,230000.0,337592.12,9.97,46.78,False
2020-12-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,57.019,1248.7465,240000.0,223433.67,11.52,-6.9,False
